ct__ab_mod_alacir_eminence_1;A city holding is building a alacir_eminence_1 here and it will take at most 1 days to complete.;Une ville holding est construire un alacir_eminence_1 ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein alacir_eminence_1 auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un alacir_eminence_1 aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_streetgang_2g;A city holding is building a Ghouled Street Gang Boss here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Street Gang Boss ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Street Gang Boss auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Street Gang Boss aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_streetgang_3;A city holding is building a Controlled Street Gang here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Street Gang ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Street Gang auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Street Gang aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_streetgang_3c;A city holding is building a Conditioned Street Gang here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Street Gang ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Street Gang auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Street Gang aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tavern_1;A city holding is building a Bribed Drunk here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Drunk ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Drunk auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Drunk aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tavern_2;A city holding is building a Influenced Bartender here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Bartender ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Bartender auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Bartender aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tavern_2g;A city holding is building a Ghouled Tavern Owner here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Tavern Owner ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Tavern Owner auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Tavern Owner aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tavern_3;A city holding is building a Controlled Tavern here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled Tavern ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled Tavern auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled Tavern aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tavern_3c;A city holding is building a Conditioned Tavern here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Tavern ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Tavern auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Tavern aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_akashayana_eminence_1;A city holding is building a Akashayana Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Akashayana Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Akashayana Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Akashayana Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_argonauts_eminence_1;A city holding is building a Argonauts Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Argonauts Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Argonauts Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Argonauts Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_artificers_eminence_1;A city holding is building a Artificers Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Artificers Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Artificers Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Artificers Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_celestial_chorus_eminence_1;A city holding is building a Celestial Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Celestial Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Celestial Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Celestial Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_chakravanti_eminence_1;A city holding is building a Chakravanti Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Chakravanti Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Chakravanti Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Chakravanti Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_cosians_eminence_1;A city holding is building a Cosians Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Cosians Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Cosians Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Cosians Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_craftmasons_eminence_1;A city holding is building a Craftmasons Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Craftmasons Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Craftmasons Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Craftmasons Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_high_guild_eminence_1;A city holding is building a High Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un High Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein High Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un High Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_ksirafai_eminence_1;A city holding is building a Ksirafai Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Ksirafai Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ksirafai Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ksirafai Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_marauders_eminence_1;A city holding is building a Marauders Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Marauders Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Marauders Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Marauders Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_order_of_hermes_eminence_1;A city holding is building a Order Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Order Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Order Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Order Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_sahajiya_eminence_1;A city holding is building a Sahajiya Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Sahajiya Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Sahajiya Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Sahajiya Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_valdaermen_eminence_1;A city holding is building a Valdaermen Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Valdaermen Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Valdaermen Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Valdaermen Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tradition_verbenae_eminence_1;A city holding is building a Verbenae Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Verbenae Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Verbenae Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Verbenae Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_black_furies_eminence_1;A city holding is building a Black Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Black Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Black Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Black Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_black_spiral_dancers_eminence_1;A city holding is building a Black Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Black Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Black Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Black Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_bone_gnawers_eminence_1;A city holding is building a Bone Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Bone Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bone Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bone Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_fianna_eminence_1;A city holding is building a Fianna Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Fianna Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Fianna Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Fianna Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_get_of_fenris_eminence_1;A city holding is building a Get Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Get Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Get Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Get Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_shadow_lords_eminence_1;A city holding is building a Shadow Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Shadow Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Shadow Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Shadow Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_silent_striders_eminence_1;A city holding is building a Silent Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Silent Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Silent Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Silent Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_silver_fangs_eminence_1;A city holding is building a Silver Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Silver Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Silver Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Silver Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_stargazers_eminence_1;A city holding is building a Stargazers Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Stargazers Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Stargazers Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Stargazers Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_warders_of_men_eminence_1;A city holding is building a Warders Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un Warders Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein Warders Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un Warders Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_tribe_white_howlers_eminence_1;A city holding is building a White Recognized Court here and it will take at most 1 days to complete.;Une ville holding est construire un White Recognized Court ici et il faudra au maximum 1 jours pour tre termin.;Ein Stadt-Halt baut hier ein White Recognized Court auf und es dauert hchstens 1 Tage bis zum Ende.;;Un ciudad holding est construyendo un White Recognized Court aqu y tomar como mximo 1 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_university_1;A city holding is building a Bribed Student here and it will take at most 7 days to complete.;Une ville holding est construire un Bribed Student ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Bribed Student auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Bribed Student aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_university_2;A city holding is building a Influenced Professor  here and it will take at most 30 days to complete.;Une ville holding est construire un Influenced Professor  ici et il faudra au maximum 30 jours pour tre termin.;Ein Stadt-Halt baut hier ein Influenced Professor  auf und es dauert hchstens 30 Tage bis zum Ende.;;Un ciudad holding est construyendo un Influenced Professor  aqu y tomar como mximo 30 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_university_2g;A city holding is building a Ghouled Dean here and it will take at most 7 days to complete.;Une ville holding est construire un Ghouled Dean ici et il faudra au maximum 7 jours pour tre termin.;Ein Stadt-Halt baut hier ein Ghouled Dean auf und es dauert hchstens 7 Tage bis zum Ende.;;Un ciudad holding est construyendo un Ghouled Dean aqu y tomar como mximo 7 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_university_3;A city holding is building a Controlled University here and it will take at most 356 days to complete.;Une ville holding est construire un Controlled University ici et il faudra au maximum 356 jours pour tre termin.;Ein Stadt-Halt baut hier ein Controlled University auf und es dauert hchstens 356 Tage bis zum Ende.;;Un ciudad holding est construyendo un Controlled University aqu y tomar como mximo 356 das para completarse.;;;;;;;;;x
ct__ab_mod_ct_university_3c;A city holding is building a Conditioned Student Body here and it will take at most 180 days to complete.;Une ville holding est construire un Conditioned Student Body ici et il faudra au maximum 180 jours pour tre termin.;Ein Stadt-Halt baut hier ein Conditioned Student Body auf und es dauert hchstens 180 Tage bis zum Ende.;;Un ciudad holding est construyendo un Conditioned Student Body aqu y tomar como mximo 180 das para completarse.;;;;;;;;;x
